PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
308616430,23050007,0,2023-04-04T23:02:00,"200 Block Forbes Ave Pittsburgh, PA 15222",N,Central Business District,2,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,201,6,3,-79.9776350033459,40.4372063748784
308628321,23050072,99,2023-04-05T16:59:00,"Stockton St & Anderson St Pittsburgh, PA 15212",Y,Allegheny Center,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2204,1,1,-80.0013438095114,40.4507837202329
306928657,23037900,0,2023-03-14T16:53:00,"500 Block Calera St Pittsburgh, PA 15207",N,Hays,4,99,3926.C1 THEFT OF SERVICES,3101,5,3,-79.9339256361394,40.3809736039793
307005009,23038398,27,2023-03-15T16:40:00,"1100 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,201,7,6,-79.9923774443368,40.4441629445093
307078601,23038810,10,2023-03-16T12:00:00,"200 Block Fern St Pittsburgh, PA 15224",Y,Garfield,5,HARRASSMENT,2709(a) Harassment.,1016,9,2,-79.9373879984685,40.471784234564
308200250,23046951,5,2023-03-31T03:11:00,"700 Block Mercer St Pittsburgh, PA 15219",N,Crawford-Roberts,2,BURGLARY,3502 Burglary. / 901 Criminal Attempt,305,,,,
308304918,23047848,4,2023-04-01T17:08:00,"3300 Block Delaware St Pittsburgh, PA 15214",Y,Perry North,1,AGG-ASSAULT,2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person. / 901 Criminal Attempt,2607,,,,
308355980,23048569,10,2023-04-03T02:39:00,"3500 Block Simen Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 3354 Additional Parking Regulations. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 907 Possessing Instruments of Crime.,2507,1,1,-80.032458155241,40.4795047566174
306931877,23037899,0,2023-03-14T17:00:00,"Irvine St & Tullymet St Pittsburgh, PA 15207",Y,Hazelwood,4,99,1371 Operation Following Suspension of Registration. / 627.02(b)(i) Possessing a small amount of marijuana,1501,5,3,-79.9459791075215,40.414582940268
306946850,23038080,99,2023-03-15T04:12:00,"200 Block Blvd Of The Allies Pittsburgh, PA 15222",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,,,,
307008879,23038454,27,2023-03-15T18:00:00,"4700 Block Centre Ave Pittsburgh, PA 15213",N,Bloomfield,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,804,8,2,-79.9492807240444,40.4525592336087
307018045,23038537,18,2023-03-15T20:55:00,"3100 Block Cordell Pl Pittsburgh, PA 15203",Y,Arlington Heights,3,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance,1604,3,3,-79.9634529767169,40.417717171258
307250464,23040288,6,2023-03-19T01:15:00,"200 Block North Shore Dr Pittsburgh, PA 15212",N,Central Business District,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,1,1,-80.0088814628293,40.4552322813828
307253266,23040405,5,2023-03-19T08:38:00,"700 Block Arch St Pittsburgh, PA 15212",Y,Allegheny Center,1,BURGLARY,3502 Burglary.,2204,1,1,-80.0104118484218,40.4534061695555
308136174,23046379,0,2023-03-30T03:50:00,"4100 Block Bristol St Pittsburgh, PA 15207",N,Greenfield,4,99,9994 PFA Service,1516,5,3,-79.9468218687265,40.4233311713139
308341034,23048308,4,2023-04-02T14:01:00,"100 Block Penfort St Pittsburgh, PA 15214",N,Northview Heights,1,AGG-ASSAULT,2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person.,2609,,,,
308341794,23048312,0,2023-04-02T14:46:00,"East Ohio St & Chestnut St Pittsburgh, PA 15212",Y,East Allegheny,1,99,9093 Indirect Criminal Contempt,2304,1,1,-79.9945021373636,40.4549021163045
306694198,23037054,3,2023-03-13T00:15:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Middle Hill,2,ROBBERY,3701 Robbery. / 2701 Simple Assault. / 2706 Terroristic Threats.,501,6,3,-79.9799824053927,40.4435889103074
306694620,23037112,99,2023-03-13T00:01:00,"2200 Block Centre Br Pittsburgh, PA 15219",Y,Middle Hill,2,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,501,6,3,-79.9759903649301,40.4451623726967
306885393,23037816,0,2023-03-14T11:40:00,"5400 Block 2nd Ave Pittsburgh, PA 15207",N,Hazelwood,4,99,9994 PFA Service,1515,5,3,-79.9419544748119,40.4025863966787
306894561,23037805,18,2023-03-14T12:57:00,"900 Block Freeport Rd Pittsburgh, PA 15238",Y,Lincoln-Lemington-Belmar,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 5503 Disorderly Conduct.,1201,9,2,-79.8923529450752,40.4861185015656
306946772,23038069,99,2023-03-15T03:03:00,"7400 Block Stranahan St Pittsburgh, PA 15206",N,Homewood North,5,MENTAL 201/302,9498 302 (Mental),1301,9,2,-79.8898520979042,40.4614074647197
306947408,23038071,99,2023-03-15T03:12:00,"200 Block Reifert St Pittsburgh, PA 15210",N,Knoxville,3,CHECK ON ELDERLY PERSON,9016 Check on Elderly Person,3001,3,5,-79.9921143099558,40.4081378156602
307239878,23040325,0,2023-03-19T02:28:00,"4700 Block Mossfield St Pittsburgh, PA 15224",N,Central Lawrenceville,2,99,8106 Shots Fired,902,7,2,-79.9461549362082,40.4669809426305
308196414,23046895,6,2023-03-30T17:00:00,"2200 Block Somers Dr Pittsburgh, PA 15219",N,Bedford Dwellings,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,509,,,,
308349249,23048429,10,2023-04-02T18:47:00,"50 Block S 15th St Pittsburgh, PA 15203",N,South Side Flats,3,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace ,1702,3,3,-79.9835130636789,40.4297337245798
308461814,23049229,18,2023-04-04T07:51:00,"Smithfield St & Strawberry Way Pittsburgh, PA 15219",Y,Central Business District,2,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 13(a)(30)* Delivery of Controlled Substance,201,6,6,-79.9972892565907,40.4421513114828
308513653,23049075,10,2023-04-03T21:20:00,"500 Block Oaklynn Ct Pittsburgh, PA 15216",Y,Banksville,6,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace ,2023,,,,
308707374,23050544,0,2023-04-06T13:04:00,"7300 Block Hamilton Ave Pittsburgh, PA 15208",N,Homewood South,5,99,9993 PFA Service with Weapons Supplement,1303,9,2,-79.8956475808347,40.4540244912611
308717773,23050586,11,2023-04-06T14:00:00,"1000 Block N Lincoln Ave Pittsburgh, PA 15233",Y,Chateau,1,THEFT BY DECEPTION,3922 Theft by Deception.,2108,9,2,-79.9020257306925,40.4638788029414
308718337,23050594,0,2023-04-06T15:15:00,"400 Block Chautauqua St Pittsburgh, PA 15214",N,Perry South,1,99,9994 PFA Service,2614,6,1,-80.0143771915585,40.4655498114758
306930219,23037973,0,2023-03-14T18:31:00,"Wilkins Ave & Warwick Ter Pittsburgh, PA 15217",Y,Squirrel Hill North,4,99,601.16 Public Urination And Defecation,1401,8,3,-79.9363899953612,40.4475419576884
306931232,23037955,6,2023-03-14T18:42:00,"5900 Block Centre Ave Pittsburgh, PA 15232",N,Shadyside,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,709,,,,
307015901,23038506,6,2023-03-15T19:30:00,"6200 Block Penn Ave Pittsburgh, PA 15206",Y,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,8,2,-79.92259331497,40.4601393368172
307018037,23038457,99,2023-03-15T18:20:00,"S 18th St Pittsburgh, PA 15203",N,South Side Flats,3,DOG BITE,9492 Dog Bite,1702,3,3,-79.9807833261365,40.425016968252
307112871,23038960,10,2023-03-16T17:46:00,"700 Block Johnston Ave Pittsburgh, PA 15207",Y,Glen Hazel,4,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1504,5,3,-79.9337392397694,40.4056098613717
307128102,23039189,27,2023-03-17T02:10:00,"Allegheny Ave & Ridge Ave Pittsburgh, PA 15233",N,Chateau,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2108,1,1,-80.0183156614007,40.4496864526646
307144199,23039350,99,2023-03-17T10:22:00,"2200 Block Arlington Ave Pittsburgh, PA 15210",N,South Side Slopes,3,MENTAL 201/302,9498 302 (Mental),1608,3,3,-79.9759458393356,40.4171580578301
307152726,23039385,14,2023-03-17T04:00:00,"1600 Block Wylie Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,CRIM MISCHIEF,3304 Criminal Mischief.,305,,,,
308127917,23046234,0,2023-03-29T20:00:00,"1000 Block Coverdale St Pittsburgh, PA 15220",N,Westwood,6,99,9994 PFA Service,2811,2,5,-80.0419132303619,40.4343525641829
308133912,23046315,11,2023-03-30T00:30:00,"5100 Block Rosecrest Pl Pittsburgh, PA 15201",N,Stanton Heights,5,CREDIT CARDS,4106 Access Device Fraud,1005,9,2,-79.9352151452669,40.476207000787
308614139,23049972,6,2023-04-05T07:17:00,"2600 Block Winchester Dr Pittsburgh, PA 15220",N,Banksville,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 4106 Access Device Fraud,2023,,,,
308703638,23050483,6,2023-04-06T10:00:00,"5400 Block Fair Oaks St Pittsburgh, PA 15217",N,Squirrel Hill North,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1401,8,3,-79.9335019819908,40.4442554809732
308718797,23050550,6,2023-04-06T13:00:00,"600 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,6,6,-79.9974088316752,40.4415332222525
308738955,23050763,23,2023-04-06T20:15:00,Zone 2,Y,,2,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST / 601.16 Public Urination And Defecation / 3127(a) Indecent exposure,,,,,
306756482,23037336,0,2023-03-13T14:30:00,"200 Block Rothman St Pittsburgh, PA 15210",N,Arlington,3,99,9994 PFA Service,1603,,,,
307115222,23039056,3,2023-03-16T20:20:00,"5th Ave & Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,ROBBERY,3701 Robbery.,201,6,6,-79.9986492595238,40.4400935887545
307165181,23039514,99,2023-03-17T16:19:00,"Montour Way & Strawberry Way Pittsburgh, PA 15219",Y,Central Business District,2,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,201,6,6,-79.9967798752736,40.4419641993999
308333183,23048262,0,2023-04-02T11:30:00,"2000 Block Wightman St Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): ,1413,5,3,-79.9276238536441,40.4340991246802
308341392,23048320,11,2023-04-02T15:00:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",N,California-Kirkbride,1,CREDIT CARDS,4120 Identity Theft / 4106 Access Device Fraud,2507,6,1,-80.0165685056208,40.4568744092444
308420943,23048941,10,2023-04-03T17:55:00,"2100 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,HARRASSMENT,2709(a) Harassment.,1609,3,3,-79.9760719669211,40.4283146103026
308427993,23048893,27,2023-04-03T16:56:00,"2300 Block Lucina Ave Pittsburgh, PA 15210",Y,Overbrook,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 1501 Drivers Required to be Licensed.,3204,4,5,-79.9924272253533,40.3873428553047
308429436,23048904,11,2023-04-03T16:00:00,"2400 Block Beechwood Blvd Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT BY DECEPTION,3922 Theft by Deception.,1408,5,3,-79.9154314556046,40.432456983349
306693586,23037077,0,2023-03-13T00:59:00,"100 Block Rhine Pl Pittsburgh, PA 15212",N,Spring Hill-City View,1,99,8106 Shots Fired,2620,1,1,-79.992041845149,40.4653596489546
306794351,23037540,99,2023-03-13T22:54:00,"400 Block Oak Hill Dr Pittsburgh, PA 15213",N,Terrace Village,2,AIDED CASE,9497 Aided Case,510,6,3,-79.9696700853153,40.4421119178117
307289357,23040822,0,2023-03-20T06:59:00,"700 Block Ivy St Pittsburgh, PA 15232",N,Shadyside,4,99,9999 9999 - (Misc. Incident): ,703,8,2,-79.9330583823094,40.4528390373167
307438427,23041544,6,2023-03-21T13:25:00,"1300 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1702,3,3,-79.9851784256069,40.4286149368858
308481545,23049318,6,2023-04-02T17:00:00,"4000 Block 5th Ave Pittsburgh, PA 15213",N,North Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,403,3,3,-79.9561377219759,40.4431923328703
308517637,23049303,23,2023-04-04T10:56:00,"300 Block 6th Ave Pittsburgh, PA 15222",Y,Central Business District,2,PUBLIC DRUNKENESS,5505 Public Drunkenness,201,6,6,-79.9992483643313,40.4418819209077
308521060,23049625,0,2023-04-04T20:30:00,"Market Sq Pittsburgh, PA 15222",Y,Central Business District,2,99,602.04(a)(1)(a) Panhandling-Captive Audience Areas: Inside 25 ft.of sidewalk cafe or any Outside eating or dining establishment,201,6,6,-80.0028549231701,40.4409386641618
-3530268011,23049916,6,2023-04-05T12:17:00,"900 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1702,3,3,-79.9897766789713,40.4286907062543
306906921,23037875,10,2023-03-14T16:23:00,"400 Block Turrett St Pittsburgh, PA 15206",N,Larimer,5,TERRORISTIC THREATS,2706 Terroristic Threats.,1204,9,2,-79.9103961973115,40.4616391628569
306920794,23037918,0,2023-03-14T17:35:00,"200 Block Kingsboro St Pittsburgh, PA 15211",N,Mount Washington,3,99,3503(b.1)(i) Simple Trespasser -- threatening or terrorizing the owner or occupant of the premises,1807,3,5,-80.0024349863555,40.4217900651793
307020149,23038469,0,2023-03-15T18:51:00,"1200 Block W North Ave Pittsburgh, PA 15233",N,Manchester,1,99,9999 9999 - (Misc. Incident): ,2107,6,1,-80.0223228995938,40.4528562665054
307222053,23040057,0,2023-03-18T17:05:00,"200 Block Industry St Pittsburgh, PA 15210",N,Beltzhoover,3,99,9994 PFA Service,1809,3,5,-80.0040040823337,40.4202609285385
307231680,23040232,10,2023-03-18T23:00:00,"2800 Block N Charles St Pittsburgh, PA 15214",Y,Perry South,1,SIMPLE ASSAULT,2701 Simple Assault. / 4304(a)(1) Endangering Welfare of Children. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2614,6,1,-80.0137461949372,40.4698539946853
307254402,23040449,6,2023-03-19T10:35:00,"1800 Block Blvd Of The Allies Pittsburgh, PA 15219",N,Bluff,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,103,6,3,-79.9815266457876,40.4358047044276
307284083,23040806,6,2023-03-20T06:00:00,"2400 Block Sarah St Pittsburgh, PA 15203",Y,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1609,,,,
307336366,23040705,10,2023-03-19T22:12:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",Y,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault.,201,3,5,-79.9937050543758,40.4218022551511
307365517,23041261,27,2023-03-20T21:42:00,"Central Ave & Kirkpatrick St Pittsburgh, PA 15219",N,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 1786 Required Financial Responsibility.,201,,,,
308133410,23046292,5,2023-03-29T22:40:00,"1800 Block Tonopah Ave Pittsburgh, PA 15216",N,Beechview,6,BURGLARY,3502 Burglary. / 2706 Terroristic Threats. / 2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1920,4,5,-80.0248047466214,40.4075835093191
308250515,23047170,0,2023-03-31T15:13:00,"Smithfield St & 6th Ave Pittsburgh, PA 15222",N,Central Business District,2,99,9134 Pedestrian Hit by Vehicle/Non-Reportable Accident,201,6,6,-79.9977344790324,40.4414644227404
308382577,23048691,6,2023-04-01T17:31:00,"5900 Block Centre Ave Pittsburgh, PA 15206",N,Shadyside,4,RETAIL THEFT (SHOPLIFTING),"3929 Retail Theft. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",705,,,,
308386002,23048709,6,2023-04-01T17:33:00,"5900 Block Centre Ave Pittsburgh, PA 15206",N,Shadyside,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,705,,,,
308728624,23050654,10,2023-04-05T19:30:00,"800 Block Marshall Ave Pittsburgh, PA 15214",N,Perry South,1,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,2615,6,1,-80.0200752577287,40.4684243367005
308729840,23050652,99,2023-04-06T17:05:00,"1200 Block Arch St Pittsburgh, PA 15212",N,Central North Side,1,FOUND PROPERTY,9489 Found Property,2206,1,1,-80.0086604642933,40.455807603765
306942366,23037622,0,2023-03-14T05:21:00,"4900 Block Baum Blvd Pittsburgh, PA 15213",N,Bloomfield,5,99,9999 9999 - (Misc. Incident): ,804,7,2,-79.9465220373265,40.4543157591603
306947069,23038074,99,2023-03-15T04:49:00,"400 Block 5th Ave Pittsburgh, PA 15219",Y,Central Business District,2,MENTAL 201/302,9498 302 (Mental),201,3,3,-79.9561377219759,40.4431923328703
306990798,23038293,99,2023-03-15T14:03:00,"700 Block 2nd Ave Pittsburgh, PA 15219",Y,Bluff,2,AIDED CASE,9497 Aided Case,103,6,6,-79.9945910498533,40.4353346704734
307179831,23039480,10,2023-03-17T15:31:00,"500 Block Sickles St Pittsburgh, PA 15221",Y,East Hills,5,TERRORISTIC THREATS,2706 Terroristic Threats. / 5505 Public Drunkenness / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST / 9501 Bench Warrant,1306,9,2,-79.8814074828142,40.4494658009468
307180227,23039539,0,2023-03-17T17:40:00,"400 Block Market St Pittsburgh, PA 15222",N,Central Business District,2,99,9998 Overdose Other,201,,,,
307185999,23039663,0,2023-03-17T21:40:00,"Hangar Blvd Orlando, FL 32827",N,Outside City,OSC,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),5599,,,,
307186609,23039605,99,2023-03-17T19:27:00,"1700 Block Rutherford Ave Pittsburgh, PA 15216",N,Beechview,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1916,4,5,-80.0264382831211,40.4085849716929
307186601,23039660,0,2023-03-17T21:33:00,"Centre Ave & Logan St Pittsburgh, PA 15219",Y,Central Business District,2,99,3742 Accidents Involving Death or Personal Injury / 3746 Immediate Notice of Accident to Police Department,201,6,6,-79.9897290729557,40.4405422199288
307187324,23039687,23,2023-03-17T22:47:00,"2500 Block Beechwood Blvd Pittsburgh, PA 15217",Y,Squirrel Hill South,4,PUBLIC DRUNKENESS,5505 Public Drunkenness,1408,5,3,-79.9155918665666,40.4301779607679
307187995,23039708,0,2023-03-17T23:48:00,"300 Block Cedarhurst St Pittsburgh, PA 15210",N,Beltzhoover,3,99,607.03 Discharging Firearm or Airgun,1809,3,5,-80.0022302437838,40.4181044719287
308472522,23049284,5,2023-04-04T10:10:00,"20 Block E Meyers St Pittsburgh, PA 15210",N,Carrick,3,BURGLARY,3502 Burglary. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2902,4,3,-79.9880344659641,40.399873452596
308829408,23051353,6,2023-04-07T22:41:00,"2200 Block Sarah St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1609,3,3,-79.9745994066805,40.4272550585301
306695834,23037093,0,2023-03-13T01:31:00,"2700 Block Zephyr Ave Pittsburgh, PA 15204",N,Sheraden,6,99,8106 Shots Fired,2018,2,5,-80.0493591472425,40.4530292523316
306697310,23037115,15,2023-03-13T03:45:00,"700 Block Mt Pleasant Rd Pittsburgh, PA 15214",Y,Northview Heights,1,FIREARMS NOT TO BE CARRIED WO LICENSE,6106 Firearms not to be Carried without a License. / 1543 Driving While Operating Privilege is Suspended or Revoked.,2609,1,1,-79.9982412589835,40.4759997700279
307155442,23039414,6,2023-03-16T23:00:00,"100 Block S Bouquet St Pittsburgh, PA 15213",N,Central Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,405,,,-79.8802041994655,40.4400896860178
307192037,23039706,10,2023-03-18T01:03:00,"3100 Block Cordell Pl Pittsburgh, PA 15203",Y,Arlington Heights,3,SIMPLE ASSAULT,2701 Simple Assault. / 2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2705 Recklessly Endangering Another Person. / 9501 Bench Warrant / 4914(A) False Identification to Law Enforcement,1604,3,3,-79.9634529767169,40.417717171258
307221991,23040016,10,2023-03-18T16:01:00,"3400 Block Webster Ave Pittsburgh, PA 15219",Y,Upper Hill,2,HARRASSMENT,2709(a) Harassment. / 3304 Criminal Mischief.,506,6,3,-79.9616500933705,40.454854873615
307222790,23039990,11,2023-03-18T15:45:00,"2100 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT BY DECEPTION,3922 Theft by Deception.,1413,5,3,-79.9232375474542,40.4335141965719
307225562,23040099,18,2023-03-18T18:21:00,"N Braddock Ave & Hamilton Ave Pittsburgh, PA 15208",Y,Homewood South,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 3334 Turning Movements and Required Signals. / 763.05 (a) Parking Lots Parking Vehicles on the Street or Sidewalk,1303,9,2,-79.8911118292625,40.4531728372424
308155550,23046498,10,2023-03-30T11:35:00,"700 Block 2nd Ave Pittsburgh, PA 15219",N,Bluff,2,SIMPLE ASSAULT,2701 Simple Assault.,103,6,6,-79.9945910498533,40.4353346704734
308156513,23046056,27,2023-03-29T15:00:00,"2000 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,509,,,,
